home_team,away_team,tournament,difference
Malawi,Ghana,Friendly,12
Suriname,French Guiana,Friendly,2
Tanzania,Ghana,Friendly,4
Northern Ireland,England,British Home Championship,2
Vietnam Republic,Indonesia,Vietnam Independence Cup,4
Malaysia,Thailand,Vietnam Independence Cup,2
Hungary,Austria,Friendly,2
Sweden,Denmark,Nordic Championship,2
Indonesia,Thailand,Vietnam Independence Cup,7
Vietnam Republic,Malaysia,Vietnam Independence Cup,2
Vietnam Republic,Indonesia,Vietnam Independence Cup,2
Spain,Romania,UEFA Euro qualification,6
Tanzania,Uganda,Friendly,2
Kenya,Uganda,Friendly,3
Bulgaria,Portugal,UEFA Euro qualification,2
Hungary,Wales,UEFA Euro qualification,2
Scotland,Northern Ireland,British Home Championship,4
Guadeloupe,Martinique,Friendly,2
Netherlands,Switzerland,UEFA Euro qualification,2
Puerto Rico,Martinique,Friendly,5
England,Wales,British Home Championship,4
Puerto Rico,Guadeloupe,Friendly,3
Israel,Turkey,Friendly,2
Romania,Spain,UEFA Euro qualification,2
Indonesia,Sweden,Friendly,3
Northern Ireland,Poland,UEFA Euro qualification,2
Italy,Turkey,UEFA Euro qualification,6
Malta,Denmark,UEFA Euro qualification,2
Nigeria,Cameroon,Friendly,2
Tanzania,Malawi,Friendly,4
Tanzania,Zanzibar,Friendly,6
Portugal,Bulgaria,UEFA Euro qualification,2
Germany,Switzerland,Friendly,4
Morocco,Romania,Friendly,2
Central African Republic,Cameroon,Friendly,3
Congo,Madagascar,Friendly,5
Cameroon,Congo,Friendly,3
Central African Republic,Madagascar,Friendly,3
Myanmar,China PR,Friendly,3
Uganda,Zanzibar,Friendly,8
Nigeria,Benin,Friendly,3
Pakistan,China PR,Friendly,2
Paraguay,Bolivia,Copa Paz del Chaco,3
Paraguay,Bolivia,Copa Paz del Chaco,4
Mali,Senegal,Friendly,2
France,England,UEFA Euro qualification,3
Nigeria,Senegal,Friendly,4
Ghana,Mali,Friendly,4
Jamaica,Haiti,Friendly,3
Argentina,Colombia,Copa América,2
Ivory Coast,Tunisia,Friendly,3
Brazil,Colombia,Copa América,4
Ecuador,Paraguay,Copa América,2
Brazil,Paraguay,Copa América,2
Argentina,Ecuador,Copa América,2
El Salvador,Nicaragua,CONCACAF Championship,5
Argentina,Brazil,Copa América,3
Bolivia,Paraguay,Copa América,2
Costa Rica,Jamaica,CONCACAF Championship,6
Uganda,Ethiopia,Friendly,6
Guatemala,Nicaragua,CONCACAF Championship,2
Paraguay,Peru,Copa América,3
Jamaica,Mexico,CONCACAF Championship,8
Nicaragua,Panama,CONCACAF Championship,5
Lebanon,Kuwait,Arab Cup,6
Syria,Jordan,Arab Cup,4
Suriname,Trinidad and Tobago,Friendly,2
Kuwait,Jordan,Arab Cup,4
Honduras,Curaçao,CONCACAF Championship,3
El Salvador,Costa Rica,CONCACAF Championship,3
Northern Ireland,Wales,British Home Championship,3
Jordan,Tunisia,Arab Cup,4
El Salvador,Honduras,CONCACAF Championship,3
Kuwait,Tunisia,Arab Cup,4
Lebanon,Jordan,Arab Cup,5
Kuwait,Syria,Arab Cup,4
Brazil,Argentina,Copa Roca,3
Guadeloupe,Martinique,Friendly,3
Guadeloupe,Puerto Rico,Friendly,3
Austria,Czechoslovakia,Friendly,2
Belgium,Brazil,Friendly,4
Indonesia,Egypt,Friendly,2
Cambodia,China PR,Friendly,6
Egypt,China PR,Friendly,2
Indonesia,North Vietnam,Friendly,2
Tanzania,Ethiopia,Friendly,2
Scotland,Austria,Friendly,3
Italy,Brazil,Friendly,3
Norway,Poland,Friendly,3
Hungary,Denmark,Friendly,6
Israel,Brazil,Friendly,5
Poland,Greece,Friendly,4
Zanzibar,Ethiopia,Friendly,4
Czechoslovakia,England,Friendly,2
Switzerland,England,Friendly,7
Tunisia,Lebanon,Friendly,2
Spain,Scotland,Friendly,4
Ethiopia,Sudan,Friendly,4
Tunisia,Morocco,African Cup of Nations qualification,3
Finland,Norway,Nordic Championship,2
Denmark,Albania,UEFA Euro qualification,4
Sudan,Kenya,African Cup of Nations qualification,5
Morocco,Tunisia,African Cup of Nations qualification,2
Zambia,Malawi,Friendly,4
Thailand,Japan,Merdeka Tournament,3
South Korea,Thailand,Merdeka Tournament,4
Malaysia,Vietnam Republic,Merdeka Tournament,5
Vietnam Republic,Japan,Merdeka Tournament,4
South Korea,Vietnam Republic,Merdeka Tournament,2
Taiwan,Japan,Merdeka Tournament,2
Malaysia,South Korea,Merdeka Tournament,3
Fiji,Papua New Guinea,South Pacific Games,2
Solomon Islands,Vanuatu,South Pacific Games,3
Fiji,Solomon Islands,South Pacific Games,5
China PR,Myanmar,Friendly,4
Poland,Norway,Friendly,9
Solomon Islands,Tahiti,South Pacific Games,18
Fiji,New Caledonia,South Pacific Games,6
Mauritius,Réunion,Friendly,2
Madagascar,Réunion,Friendly,5
Norway,Denmark,Nordic Championship,4
Martinique,Puerto Rico,Friendly,6
Germany,Turkey,Friendly,3
Kenya,Tanzania,Friendly,3
Uganda,Zanzibar,Friendly,2
Yugoslavia,Hungary,Friendly,2
Wales,England,British Home Championship,4
Russia,Italy,UEFA Euro qualification,2
Paraguay,Argentina,Copa Chevallier Boutell,4
Greece,Poland,Friendly,2
France,Bulgaria,UEFA Euro qualification,2
Nigeria,Liberia,Friendly,3
Switzerland,Norway,Friendly,2
Yugoslavia,Czechoslovakia,Friendly,2
Scotland,Norway,Friendly,5
North Korea,Somalia,Friendly,14
China PR,Mali,Friendly,2
Egypt,North Vietnam,Friendly,3
Laos,North Vietnam,Friendly,8
Egypt,Laos,Friendly,15
Egypt,Saudi Arabia,Friendly,7
Indonesia,North Korea,Friendly,4
North Korea,North Vietnam,Friendly,2
England,Northern Ireland,British Home Championship,5
Egypt,Nigeria,African Cup of Nations,3
Ghana,Ethiopia,African Cup of Nations,2
Cyprus,Greece,Friendly,2
Ethiopia,Tunisia,African Cup of Nations,2
Nigeria,Sudan,African Cup of Nations,4
Egypt,Ethiopia,African Cup of Nations,3
Ghana,Sudan,African Cup of Nations,3
Kenya,Tanzania,Friendly,4
Vietnam Republic,Malaysia,AFC Asian Cup qualification,2
Malaysia,Thailand,AFC Asian Cup qualification,2
Vietnam Republic,Hong Kong,AFC Asian Cup qualification,3
Tanzania,Uganda,Friendly,5
Vietnam Republic,Thailand,AFC Asian Cup qualification,3
Philippines,Taiwan,Friendly,7
Myanmar,German DR,Friendly,4
Morocco,Germany,Friendly,3
Cameroon,Guinea,Friendly,4
Algeria,Germany,Friendly,2
Hong Kong,Israel,Friendly,3
Saint Lucia,Dominica,Windward Islands Tournament,2
Sri Lanka,German DR,Friendly,11
Saint Lucia,Dominica,Windward Islands Tournament,5
Cameroon,Benin,Friendly,2
Cameroon,Congo,Friendly,6
Ghana,German DR,Friendly,3
Sri Lanka,Indonesia,Friendly,6
Sri Lanka,Indonesia,Friendly,3
Spain,Republic of Ireland,UEFA Euro qualification,4
Congo,Chad,Friendly,11
Republic of Ireland,Spain,UEFA Euro qualification,2
Guyana,Trinidad and Tobago,Friendly,5
Guyana,Trinidad and Tobago,Friendly,3
Switzerland,Belgium,Friendly,2
France,Hungary,UEFA Euro qualification,2
Northern Ireland,Uruguay,Friendly,3
Poland,Republic of Ireland,Friendly,2
Switzerland,Italy,Friendly,2
Greece,Ethiopia,Friendly,2
Norway,Republic of Ireland,Friendly,3
Austria,Uruguay,Friendly,2
Republic of Ireland,England,Friendly,2
Netherlands,Albania,FIFA World Cup qualification,2
India,South Korea,AFC Asian Cup,2
Russia,Sweden,UEFA Euro qualification,2
United States,England,Friendly,10
Israel,India,AFC Asian Cup,2
Brazil,England,Friendly,4
Argentina,Portugal,Friendly,2
Hong Kong,India,AFC Asian Cup,2
Brazil,Argentina,Friendly,3
French Guiana,Suriname,Friendly,2
Brazil,Portugal,Friendly,3
Finland,Germany,Friendly,3
Denmark,Russia,UEFA Euro,3
Hungary,Denmark,UEFA Euro,2
Sweden,Denmark,Nordic Championship,3
Zambia,Tanzania,Friendly,3
Malawi,Zambia,Friendly,5
Cameroon,Congo,Friendly,2
Norway,Finland,Nordic Championship,2
Malaysia,Thailand,Merdeka Tournament,3
Cambodia,Taiwan,Merdeka Tournament,4
Iceland,Finland,Friendly,2
Cambodia,India,Merdeka Tournament,4
Malaysia,Myanmar,Merdeka Tournament,3
Myanmar,Taiwan,Merdeka Tournament,2
Malaysia,Taiwan,Merdeka Tournament,3
India,Taiwan,Friendly,2
Kenya,Zanzibar,Friendly,4
Tahiti,New Caledonia,Friendly,2
Martinique,Puerto Rico,Friendly,4
Guadeloupe,Puerto Rico,Friendly,4
Argentina,Chile,Copa Carlos Dittborn,5
Tahiti,New Caledonia,Friendly,3
Yugoslavia,Luxembourg,FIFA World Cup qualification,2
Tanzania,Zanzibar,Friendly,2
Tanzania,Uganda,Friendly,3
Luxembourg,France,FIFA World Cup qualification,2
Switzerland,Hungary,Friendly,2
Uganda,Burundi,Friendly,2
Denmark,Norway,Nordic Championship,2
Zambia,Uganda,Friendly,2
Ghana,Kenya,Friendly,6
Scotland,Finland,FIFA World Cup qualification,2
Ghana,Uganda,Friendly,2
Albania,Netherlands,FIFA World Cup qualification,2
Israel,Yugoslavia,Friendly,2
Turkey,Tunisia,Friendly,3
Italy,Finland,FIFA World Cup qualification,5
Luxembourg,Norway,FIFA World Cup qualification,2
Kuwait,Jordan,Arab Cup,2
Jordan,Libya,Arab Cup,3
Paraguay,Argentina,Copa Chevallier Boutell,3
Greece,Denmark,FIFA World Cup qualification,2
Belgium,France,Friendly,3
Italy,Denmark,Friendly,2
Argentina,Paraguay,Copa Chevallier Boutell,7
Greece,Wales,FIFA World Cup qualification,2
Kenya,Zambia,Friendly,2
Kenya,Zambia,Friendly,6
Uruguay,German DR,Friendly,2
Togo,DR Congo,Friendly,3
Jamaica,Cuba,FIFA World Cup qualification,2
Ivory Coast,DR Congo,African Cup of Nations qualification,2
Jamaica,Curaçao,FIFA World Cup qualification,2
Portugal,Turkey,FIFA World Cup qualification,4
Congo,DR Congo,Friendly,3
Trinidad and Tobago,Suriname,FIFA World Cup qualification,3
Costa Rica,Trinidad and Tobago,FIFA World Cup qualification,4
Senegal,Guinea,African Cup of Nations qualification,2
Suriname,Costa Rica,FIFA World Cup qualification,2
Mexico,Honduras,FIFA World Cup qualification,3
El Salvador,Nicaragua,CONCACAF Championship qualification,4
Guatemala,Paraguay,Friendly,3
Hong Kong,Japan,Friendly,3
Honduras,Nicaragua,CONCACAF Championship qualification,2
Kuwait,Morocco,Friendly,2
Mexico,United States,FIFA World Cup qualification,2
El Salvador,Honduras,CONCACAF Championship qualification,2
Guatemala,Paraguay,Friendly,3
Libya,Kuwait,Friendly,3
Suriname,Trinidad and Tobago,FIFA World Cup qualification,5
Wales,Greece,FIFA World Cup qualification,3
Cyprus,Lebanon,Friendly,2
Republic of Ireland,Belgium,Friendly,2
Singapore,Japan,Friendly,3
Costa Rica,Curaçao,CONCACAF Championship,6
El Salvador,Mexico,CONCACAF Championship,2
Guatemala,Haiti,CONCACAF Championship,3
Costa Rica,Haiti,CONCACAF Championship,2
Guinea,Senegal,African Cup of Nations qualification,2
Northern Ireland,Wales,British Home Championship,5
Mexico,Curaçao,CONCACAF Championship,5
Guatemala,El Salvador,CONCACAF Championship,3
Haiti,Mexico,CONCACAF Championship,3
Albania,Switzerland,FIFA World Cup qualification,2
El Salvador,Haiti,CONCACAF Championship,2
Ghana,DR Congo,Friendly,3
Chile,Peru,Copa del Pacífico,3
Ethiopia,Uganda,African Cup of Nations qualification,2
Mali,Senegal,African Cup of Nations qualification,2
Germany,Cyprus,FIFA World Cup qualification,5
Indonesia,Sri Lanka,Friendly,5
Italy,Wales,Friendly,3
Uganda,Sudan,African Cup of Nations qualification,2
Uruguay,Paraguay,Copa Artigas,4
Romania,Turkey,FIFA World Cup qualification,3
Senegal,Mali,African Cup of Nations qualification,2
Sweden,Cyprus,FIFA World Cup qualification,3
Mexico,Jamaica,FIFA World Cup qualification,8
Northern Ireland,Albania,FIFA World Cup qualification,3
Bulgaria,Turkey,Friendly,3
Costa Rica,Jamaica,FIFA World Cup qualification,7
Norway,Thailand,Friendly,7
Russia,Greece,FIFA World Cup qualification,2
Uruguay,Venezuela,FIFA World Cup qualification,5
Norway,Luxembourg,FIFA World Cup qualification,2
Venezuela,Uruguay,FIFA World Cup qualification,2
Brazil,Belgium,Friendly,5
Venezuela,Peru,FIFA World Cup qualification,3
Brazil,Germany,Friendly,2
Denmark,Finland,Nordic Championship,2
Bulgaria,Israel,FIFA World Cup qualification,4
Norway,Yugoslavia,FIFA World Cup qualification,3
Algeria,Brazil,Friendly,3
Finland,Italy,FIFA World Cup qualification,2
Congo,Benin,Friendly,5
Russia,Denmark,FIFA World Cup qualification,6
Russia,Brazil,Friendly,3
Iceland,Denmark,Friendly,2
Pakistan,Turkey,Friendly,2
Iran,Pakistan,Friendly,3
Ecuador,Colombia,FIFA World Cup qualification,2
Paraguay,Bolivia,FIFA World Cup qualification,2
Suriname,French Guiana,Friendly,7
Suriname,French Guiana,Friendly,5
Argentina,Paraguay,FIFA World Cup qualification,3
Chile,Colombia,FIFA World Cup qualification,5
China PR,Indonesia,Friendly,3
Guinea,Indonesia,Friendly,2
North Korea,China PR,Friendly,3
Jamaica,Trinidad and Tobago,Friendly,4
Cambodia,China PR,Friendly,2
Colombia,Chile,FIFA World Cup qualification,2
North Korea,Guinea,Friendly,3
Finland,Norway,Nordic Championship,4
North Korea,Indonesia,Friendly,3
China PR,Guinea,Friendly,2
North Korea,Cambodia,Friendly,4
Myanmar,Hong Kong,Merdeka Tournament,2
Vietnam Republic,Taiwan,Merdeka Tournament,3
Argentina,Bolivia,FIFA World Cup qualification,3
Malaysia,South Korea,Merdeka Tournament,2
Japan,Taiwan,Merdeka Tournament,4
Japan,Myanmar,Merdeka Tournament,2
Malaysia,India,Merdeka Tournament,3
Chile,Ecuador,FIFA World Cup qualification,2
Sudan,Uganda,African Cup of Nations qualification,3
Malaysia,Hong Kong,Merdeka Tournament,2
Myanmar,Taiwan,Merdeka Tournament,2
India,Vietnam Republic,Merdeka Tournament,2
Gabon,Nigeria,Friendly,3
DR Congo,Ivory Coast,African Cup of Nations qualification,2
Hungary,Austria,FIFA World Cup qualification,3
Brazil,Uruguay,Friendly,3
New Caledonia,Tahiti,Friendly,3
Czechoslovakia,Romania,FIFA World Cup qualification,2
Luxembourg,Yugoslavia,FIFA World Cup qualification,3
Ivory Coast,Liberia,African Cup of Nations qualification,4
Uganda,Zanzibar,Friendly,3
Bulgaria,Belgium,FIFA World Cup qualification,3
Kenya,Tanzania,Friendly,2
Finland,Poland,FIFA World Cup qualification,2
Tanzania,Zanzibar,Friendly,3
Kenya,Zanzibar,Friendly,4
Greece,Russia,FIFA World Cup qualification,3
Germany,Austria,Friendly,3
Turkey,Czechoslovakia,FIFA World Cup qualification,6
Ghana,Congo,Friendly,5
Denmark,Russia,FIFA World Cup qualification,2
Kenya,Tanzania,Friendly,2
Poland,Finland,FIFA World Cup qualification,7
Belgium,Bulgaria,FIFA World Cup qualification,5
Spain,Republic of Ireland,FIFA World Cup qualification,3
Nigeria,Ghana,Friendly,4
Italy,Poland,FIFA World Cup qualification,5
France,Luxembourg,FIFA World Cup qualification,3
Cyprus,Sweden,FIFA World Cup qualification,5
Ghana,Nigeria,Friendly,3
Israel,Belgium,FIFA World Cup qualification,5
DR Congo,Ghana,African Cup of Nations,3
Tunisia,Ethiopia,African Cup of Nations,4
Vietnam Republic,Thailand,Vietnam Independence Cup,4
DR Congo,Ivory Coast,African Cup of Nations,3
Cyprus,Germany,FIFA World Cup qualification,6
Ethiopia,Senegal,African Cup of Nations,4
Ghana,Ivory Coast,African Cup of Nations,3
Brazil,Hungary,Friendly,2
Czechoslovakia,Turkey,FIFA World Cup qualification,2
Dominica,Grenada,Windward Islands Tournament,2
North Korea,Australia,FIFA World Cup qualification,5
Romania,Portugal,FIFA World Cup qualification,2
Australia,North Korea,FIFA World Cup qualification,2
Scotland,Wales,British Home Championship,3
Ivory Coast,Mali,Friendly,2
Saint Vincent and the Grenadines,Dominica,Windward Islands Tournament,2
Wales,Denmark,FIFA World Cup qualification,2
Australia,Taiwan,Friendly,2
Uruguay,Russia,Friendly,2
Italy,Scotland,FIFA World Cup qualification,3
Malaysia,Australia,Friendly,3
Spain,England,Friendly,2
Kenya,Ghana,Friendly,11
Bermuda,Jamaica,Friendly,3
Panama,Nicaragua,Friendly,2
Chile,Russia,Friendly,2
Guinea,Senegal,Friendly,5
Libya,Morocco,Friendly,4
Libya,Iraq,Friendly,2
Netherlands,Germany,Friendly,2
Wales,Northern Ireland,British Home Championship,3
Iraq,Kuwait,Arab Cup,2
Syria,Yemen,Arab Cup,3
Lebanon,Bahrain,Arab Cup,5
Libya,Oman,Arab Cup,21
Palestine,Yemen,Arab Cup,7
Iraq,Bahrain,Arab Cup,9
Israel,Finland,Friendly,6
Libya,Yemen,Arab Cup,13
Palestine,Syria,Arab Cup,2
Bahrain,Jordan,Arab Cup,4
Jordan,Kuwait,Arab Cup,4
Iraq,Libya,Arab Cup,2
Benin,Ghana,Friendly,3
Libya,Lebanon,Arab Cup,5
Netherlands,Belgium,Friendly,2
France,Belgium,Friendly,3
Mexico,Paraguay,Friendly,7
German DR,Sweden,Friendly,3
England,Yugoslavia,Friendly,2
Republic of Ireland,Germany,Friendly,4
Northern Ireland,Germany,Friendly,2
Finland,Israel,Friendly,3
Yugoslavia,Hungary,Friendly,2
Scotland,Netherlands,Friendly,3
Brazil,Wales,Friendly,2
Uruguay,Paraguay,Copa Artigas,2
Chile,Wales,Friendly,2
Lithuania,Libya,Friendly,6
Yugoslavia,Bulgaria,Friendly,2
Brazil,Peru,Friendly,4
Brazil,Poland,Friendly,3
Hungary,Switzerland,Friendly,2
Brazil,Peru,Friendly,2
Haiti,Guadeloupe,Friendly,3
Portugal,Norway,Friendly,4
Haiti,Suriname,Friendly,3
Italy,Bulgaria,Friendly,5
Guadeloupe,Suriname,Friendly,4
Trinidad and Tobago,Jamaica,Friendly,3
Haiti,Curaçao,Friendly,3
Jamaica,Suriname,Friendly,2
Guadeloupe,Curaçao,Friendly,4
Denmark,Portugal,Friendly,2
Haiti,Jamaica,Friendly,3
Italy,Argentina,Friendly,3
Northern Ireland,Mexico,Friendly,3
Germany,Yugoslavia,Friendly,2
Finland,England,Friendly,3
Portugal,Uruguay,Friendly,3
China PR,Tanzania,Friendly,6
Italy,Mexico,Friendly,5
Norway,England,Friendly,5
DR Congo,Ghana,Friendly,3
Zambia,Malawi,Friendly,3
German DR,Chile,Friendly,3
Denmark,England,Friendly,2
Malawi,Zambia,Friendly,3
Madagascar,Zambia,Friendly,3
Malawi,Zambia,Friendly,6
Ethiopia,Uganda,Friendly,5
Malawi,Zambia,Friendly,4
Malawi,Madagascar,Friendly,5
Brazil,Bulgaria,FIFA World Cup,2
Germany,Switzerland,FIFA World Cup,5
North Korea,Russia,FIFA World Cup,3
Chile,Italy,FIFA World Cup,2
Hungary,Portugal,FIFA World Cup,2
Brazil,Hungary,FIFA World Cup,2
Bulgaria,Portugal,FIFA World Cup,3
England,Mexico,FIFA World Cup,2
Argentina,Switzerland,FIFA World Cup,2
Brazil,Portugal,FIFA World Cup,2
Bulgaria,Hungary,FIFA World Cup,2
England,France,FIFA World Cup,2
China PR,Syria,Friendly,6
Germany,Uruguay,FIFA World Cup,4
North Korea,Portugal,FIFA World Cup,2
England,Germany,FIFA World Cup,2
DR Congo,Central African Republic,Friendly,5
Malaysia,Vietnam Republic,Merdeka Tournament,3
Hong Kong,India,Merdeka Tournament,2
South Korea,Japan,Merdeka Tournament,2
Myanmar,Thailand,Merdeka Tournament,3
Taiwan,Vietnam Republic,Merdeka Tournament,3
India,Japan,Merdeka Tournament,3
Singapore,Taiwan,Merdeka Tournament,3
Japan,Taiwan,Merdeka Tournament,3
Ghana,Togo,Friendly,4
Hong Kong,Myanmar,Merdeka Tournament,2
Japan,Vietnam Republic,Merdeka Tournament,2
Myanmar,South Korea,Merdeka Tournament,2
China PR,Mali,Friendly,4
Guinea,Mali,Friendly,5
Singapore,South Korea,Friendly,2
German DR,Egypt,Friendly,6
German DR,Poland,Friendly,2
Norway,Sweden,Nordic Championship,2
German DR,Romania,Friendly,2
Hungary,Denmark,UEFA Euro qualification,6
Zanzibar,Kenya,Friendly,2
Tanzania,Uganda,Friendly,3
Hungary,France,Friendly,2
Zanzibar,Tanzania,Friendly,4
Poland,Luxembourg,UEFA Euro qualification,4
Sweden,Austria,Friendly,3
Israel,Yugoslavia,Friendly,2
Turkey,Germany,Friendly,2
French Guiana,Suriname,Friendly,3
Russia,Turkey,Friendly,2
Northern Ireland,England,British Home Championship,2
Denmark,Israel,Friendly,2
Hungary,Austria,Friendly,2
Cameroon,Togo,Friendly,2
Romania,Switzerland,UEFA Euro qualification,2
Vietnam Republic,Thailand,Vietnam Independence Cup,3
Bulgaria,Yugoslavia,Friendly,5
Grenada,Saint Lucia,Windward Islands Tournament,6
Dominica,Saint Lucia,Windward Islands Tournament,2
Grenada,Saint Vincent and the Grenadines,Windward Islands Tournament,2
Bulgaria,Norway,UEFA Euro qualification,2
England,Wales,British Home Championship,4
Germany,Norway,Friendly,3
Liberia,Sierra Leone,Friendly,2
Palestine,Yemen,GaNEFo,2
Cambodia,North Korea,GaNEFo,2
China PR,Palestine,GaNEFo,7
Italy,Romania,UEFA Euro qualification,2
Luxembourg,France,UEFA Euro qualification,3
North Vietnam,Yemen,GaNEFo,9
Cambodia,China PR,GaNEFo,4
Palestine,North Vietnam,GaNEFo,4
Cambodia,Yemen,GaNEFo,8
Palestine,North Korea,GaNEFo,4
Chile,Colombia,Copa América,3
China PR,North Vietnam,GaNEFo,2
North Korea,Yemen,GaNEFo,14
Netherlands,Denmark,UEFA Euro qualification,2
Central African Republic,DR Congo,Friendly,3
Cyprus,Romania,UEFA Euro qualification,4
China PR,Yemen,GaNEFo,6
North Korea,North Vietnam,GaNEFo,2
Spain,Republic of Ireland,UEFA Euro qualification,2
Tahiti,Wallis Islands and Futuna,South Pacific Games,5
New Caledonia,Vanuatu,South Pacific Games,5
New Caledonia,Solomon Islands,South Pacific Games,8
Papua New Guinea,Wallis Islands and Futuna,South Pacific Games,8
New Caledonia,Papua New Guinea,South Pacific Games,4
Tahiti,Vanuatu,South Pacific Games,3
New Caledonia,Tahiti,South Pacific Games,2
Papua New Guinea,Vanuatu,South Pacific Games,3
Paraguay,Ecuador,Copa América,2
Mexico,Switzerland,Friendly,3
Mexico,Switzerland,Friendly,2
Haiti,Trinidad and Tobago,CONCACAF Championship qualification,2
