home_team,away_team,home_score,away_score,tournament,difference
Jamaica,Saint Vincent and the Grenadines,2,0,FIFA World Cup qualification,2
Brazil,Bolivia,5,0,FIFA World Cup qualification,5
China PR,Iraq,4,1,Friendly,3
Costa Rica,Barbados,3,0,FIFA World Cup qualification,3
Estonia,Portugal,1,3,FIFA World Cup qualification,2
Indonesia,Iraq,3,0,Friendly,3
Israel,Liechtenstein,2,0,FIFA World Cup qualification,2
Liberia,Mauritius,4,0,African Cup of Nations qualification,4
Luxembourg,Serbia,0,2,FIFA World Cup qualification,2
Mexico,Panama,7,1,FIFA World Cup qualification,6
Slovakia,North Macedonia,2,0,FIFA World Cup qualification,2
Thailand,Uzbekistan,4,2,Friendly,2
Togo,Sierra Leone,2,0,African Cup of Nations qualification,2
Trinidad and Tobago,Canada,4,0,FIFA World Cup qualification,4
Uruguay,Ecuador,4,0,FIFA World Cup qualification,4
Mexico,Ecuador,2,0,Friendly,2
Saudi Arabia,Syria,3,0,Friendly,3
Cayman Islands,Turks and Caicos Islands,3,0,Friendly,3
Saudi Arabia,United Arab Emirates,6,1,Friendly,5
China PR,Saudi Arabia,0,2,Friendly,2
North Macedonia,Azerbaijan,3,0,FIFA World Cup qualification,3
Australia,South Korea,2,4,United Arab Emirates Friendship Tournament,2
Bulgaria,Malta,3,0,FIFA World Cup qualification,3
Colombia,Paraguay,0,2,FIFA World Cup qualification,2
Cyprus,Netherlands,0,4,FIFA World Cup qualification,4
Czech Republic,Iceland,4,0,FIFA World Cup qualification,4
Italy,Romania,3,0,FIFA World Cup qualification,3
Latvia,Belgium,0,4,FIFA World Cup qualification,4
Lithuania,Georgia,0,4,FIFA World Cup qualification,4
Poland,Belarus,3,1,FIFA World Cup qualification,2
San Marino,Scotland,0,2,FIFA World Cup qualification,2
Spain,Israel,2,0,FIFA World Cup qualification,2
Switzerland,Faroe Islands,5,1,FIFA World Cup qualification,4
Tunisia,Gabon,4,2,African Cup of Nations qualification,2
Barbados,Guatemala,1,3,FIFA World Cup qualification,2
Mexico,Trinidad and Tobago,7,0,FIFA World Cup qualification,7
Qatar,Thailand,3,1,Friendly,2
Togo,Uganda,3,0,African Cup of Nations qualification,3
Uzbekistan,Turkmenistan,3,0,Friendly,3
Venezuela,Brazil,0,6,FIFA World Cup qualification,6
Albania,Greece,2,0,FIFA World Cup qualification,2
Republic of Ireland,Estonia,2,0,FIFA World Cup qualification,2
Israel,Bosnia and Herzegovina,3,1,FIFA World Cup qualification,2
Italy,Georgia,2,0,FIFA World Cup qualification,2
Lithuania,Hungary,1,6,FIFA World Cup qualification,5
Netherlands,Portugal,0,2,FIFA World Cup qualification,2
Russia,Luxembourg,3,0,FIFA World Cup qualification,3
Iraq,Thailand,2,0,AFC Asian Cup,2
Lebanon,Iran,0,4,AFC Asian Cup,4
Malaysia,Cambodia,2,0,Friendly,2
Saudi Arabia,Japan,1,4,AFC Asian Cup,3
Kenya,Tanzania,3,0,Friendly,3
China PR,Indonesia,4,0,AFC Asian Cup,4
Japan,Uzbekistan,8,1,AFC Asian Cup,7
South Korea,Indonesia,3,0,AFC Asian Cup,3
Saudi Arabia,Uzbekistan,5,0,AFC Asian Cup,5
China PR,Qatar,3,1,AFC Asian Cup,2
Malaysia,Sri Lanka,2,0,Friendly,2
Japan,Iraq,4,1,AFC Asian Cup,3
Malaysia,Sri Lanka,3,1,Friendly,2
United States,Mexico,2,0,Friendly,2
Singapore,Sri Lanka,4,0,Friendly,4
Oman,Yemen,4,0,Friendly,4
Zambia,Rwanda,0,2,Friendly,2
Oman,Yemen,4,0,Friendly,4
Indonesia,Philippines,3,0,AFF Championship,3
Thailand,Myanmar,3,1,AFF Championship,2
Cambodia,Vietnam,0,6,AFF Championship,6
Laos,Malaysia,0,5,AFF Championship,5
Myanmar,Philippines,3,0,AFF Championship,3
Singapore,Laos,3,0,AFF Championship,3
Thailand,Indonesia,4,1,AFF Championship,3
Cambodia,Laos,3,0,AFF Championship,3
Myanmar,Indonesia,0,5,AFF Championship,5
Thailand,Philippines,2,0,AFF Championship,2
Laos,Vietnam,0,5,AFF Championship,5
Saint Vincent and the Grenadines,Honduras,0,7,FIFA World Cup qualification,7
Albania,Malta,3,0,Friendly,3
Barbados,United States,0,4,FIFA World Cup qualification,4
Chile,Argentina,0,2,FIFA World Cup qualification,2
Cyprus,Andorra,5,0,FIFA World Cup qualification,5
El Salvador,Jamaica,2,0,FIFA World Cup qualification,2
Greece,Slovakia,0,2,Friendly,2
Republic of Ireland,Finland,3,0,Friendly,3
Paraguay,Peru,5,1,FIFA World Cup qualification,4
Scotland,Australia,0,2,Friendly,2
Turkey,France,0,4,Friendly,4
Thailand,Malaysia,2,0,AFF Championship,2
Thailand,Indonesia,4,1,AFF Championship,3
Vietnam,Malaysia,0,3,AFF Championship,3
Djibouti,Burundi,2,4,CECAFA Cup,2
Uganda,Somalia,6,0,CECAFA Cup,6
Iran,Guam,19,0,FIFA World Cup qualification,19
Ethiopia,Djibouti,4,2,CECAFA Cup,2
Tajikistan,Guam,16,0,FIFA World Cup qualification,16
Uganda,Djibouti,7,0,CECAFA Cup,7
Iran,Tajikistan,2,0,FIFA World Cup qualification,2
Uganda,Rwanda,3,1,CECAFA Cup,2
Mexico,Argentina,0,2,Friendly,2
Catalonia,Lithuania,5,0,Friendly,5
Andalusia,Morocco,2,0,Friendly,2
Costa Rica,Guatemala,5,2,FIFA World Cup qualification,3
Angola,Lesotho,2,0,Friendly,2
Egypt,Zambia,3,1,Friendly,2
Bosnia and Herzegovina,Bangladesh,2,0,Millennium Cup,2
Uzbekistan,Bahrain,5,0,Millennium Cup,5
India,Iceland,0,3,Millennium Cup,3
Egypt,Libya,4,0,African Cup of Nations qualification,4
Liberia,Congo,5,1,African Cup of Nations qualification,4
Romania,Hong Kong,4,2,Millennium Cup,2
Chile,Bahrain,2,0,Millennium Cup,2
Bangladesh,Serbia,1,4,Millennium Cup,3
Hong Kong,Jordan,0,2,Millennium Cup,2
Chile,Uzbekistan,2,0,Millennium Cup,2
Israel,Uzbekistan,2,0,Friendly,2
Kuwait,Syria,2,0,Friendly,2
Iran,China PR,4,0,Cup of Ancient Civilizations,4
Chile,Iceland,2,0,Millennium Cup,2
Ivory Coast,Sudan,2,0,African Cup of Nations qualification,2
Serbia,Romania,2,0,Millennium Cup,2
Burkina Faso,Mali,0,2,Friendly,2
Mexico,Bulgaria,0,2,Friendly,2
Benin,Cameroon,1,3,Friendly,2
Bosnia and Herzegovina,Serbia,0,2,Millennium Cup,2
Nigeria,Sudan,3,0,FIFA World Cup qualification,3
Angola,Libya,3,1,FIFA World Cup qualification,2
Ghana,Liberia,1,3,FIFA World Cup qualification,2
Madagascar,Ivory Coast,1,3,FIFA World Cup qualification,2
Togo,Cameroon,0,2,FIFA World Cup qualification,2
Grenada,Trinidad and Tobago,0,2,Friendly,2
Jordan,North Korea,0,2,Friendly,2
Thailand,Kyrgyzstan,3,1,Friendly,2
Saudi Arabia,Uganda,3,1,Friendly,2
Fiji,Malaysia,4,1,Friendly,3
Saint Martin,Montserrat,3,1,CFU Caribbean Cup qualification,2
Fiji,Malaysia,2,0,Friendly,2
Anguilla,Montserrat,4,1,CFU Caribbean Cup qualification,3
Saudi Arabia,Mongolia,6,0,FIFA World Cup qualification,6
Kyrgyzstan,Kuwait,0,3,FIFA World Cup qualification,3
Saudi Arabia,Bangladesh,3,0,FIFA World Cup qualification,3
Saint Martin,Anguilla,3,1,CFU Caribbean Cup qualification,2
Thailand,Sweden,1,4,King's Cup,3
United Arab Emirates,South Korea,1,4,United Arab Emirates Friendship Tournament,3
Armenia,Uzbekistan,2,0,Friendly,2
Mongolia,Bangladesh,0,3,FIFA World Cup qualification,3
Saudi Arabia,Vietnam,5,0,FIFA World Cup qualification,5
Thailand,Qatar,1,3,King's Cup,2
Thailand,China PR,1,5,King's Cup,4
Bangladesh,Vietnam,0,4,FIFA World Cup qualification,4
Saudi Arabia,Mongolia,6,0,FIFA World Cup qualification,6
China PR,Sweden,0,3,King's Cup,3
Saudi Arabia,Bangladesh,6,0,FIFA World Cup qualification,6
Thailand,Qatar,2,0,King's Cup,2
Vietnam,Mongolia,4,0,FIFA World Cup qualification,4
Saudi Arabia,Vietnam,4,0,FIFA World Cup qualification,4
Saint Kitts and Nevis,Saint Lucia,2,0,Friendly,2
Oman,Finland,0,2,Friendly,2
Martinique,Saint Lucia,4,2,Friendly,2
Bahrain,Singapore,2,0,FIFA World Cup qualification,2
Kuwait,Kyrgyzstan,2,0,FIFA World Cup qualification,2
Cayman Islands,Trinidad and Tobago,0,3,Friendly,3
Oman,Maldives,5,0,Friendly,5
Tunisia,DR Congo,6,0,FIFA World Cup qualification,6
Oman,Maldives,2,0,Friendly,2
Belgium,San Marino,10,1,FIFA World Cup qualification,9
England,Spain,3,0,Friendly,3
Jordan,Bulgaria,0,2,Friendly,2
Liechtenstein,Latvia,0,2,Friendly,2
Lithuania,Romania,0,3,Cyprus International Tournament,3
Malta,Sweden,0,3,Friendly,3
Northern Ireland,Norway,0,4,Friendly,4
Portugal,Andorra,3,0,FIFA World Cup qualification,3
Slovenia,Uruguay,0,2,Friendly,2
Switzerland,Poland,0,4,Friendly,4
United States,Mexico,2,0,FIFA World Cup qualification,2
Qatar,Malaysia,5,1,FIFA World Cup qualification,4
Hong Kong,Malaysia,0,2,FIFA World Cup qualification,2
Senegal,Namibia,4,0,FIFA World Cup qualification,4
Sierra Leone,Sudan,0,2,FIFA World Cup qualification,2
Zambia,Libya,2,0,FIFA World Cup qualification,2
Botswana,Mozambique,1,3,Friendly,2
Egypt,Algeria,5,2,FIFA World Cup qualification,3
Hong Kong,Qatar,0,2,FIFA World Cup qualification,2
Zimbabwe,Malawi,2,0,FIFA World Cup qualification,2
Grenada,Dominica,8,3,Windward Islands Tournament,5
Saint Lucia,Saint Vincent and the Grenadines,0,2,Windward Islands Tournament,2
Dominica,Saint Vincent and the Grenadines,0,2,Windward Islands Tournament,2
Gabon,Mali,2,0,Friendly,2
Honduras,Chile,3,1,Friendly,2
Libya,Egypt,2,0,African Cup of Nations qualification,2
Andorra,Netherlands,0,5,FIFA World Cup qualification,5
British Virgin Islands,United States Virgin Islands,2,0,Friendly,2
Croatia,Latvia,4,1,FIFA World Cup qualification,3
Cyprus,Republic of Ireland,0,4,FIFA World Cup qualification,4
France,Japan,5,0,Friendly,5
Luxembourg,Faroe Islands,0,2,FIFA World Cup qualification,2
Malta,Denmark,0,5,FIFA World Cup qualification,5
Morocco,Tunisia,2,0,African Cup of Nations qualification,2
Romania,Italy,0,2,FIFA World Cup qualification,2
Senegal,Uganda,3,0,African Cup of Nations qualification,3
South Africa,Mauritius,3,0,African Cup of Nations qualification,3
Spain,Liechtenstein,5,0,FIFA World Cup qualification,5
Trinidad and Tobago,Guatemala,3,1,Friendly,2
Costa Rica,Trinidad and Tobago,3,0,FIFA World Cup qualification,3
Angola,Burkina Faso,2,0,African Cup of Nations qualification,2
Ghana,DR Congo,3,0,African Cup of Nations qualification,3
Mexico,Jamaica,4,0,FIFA World Cup qualification,4
Qatar,Hong Kong,3,0,FIFA World Cup qualification,3
Colombia,Bolivia,2,0,FIFA World Cup qualification,2
Peru,Chile,3,1,FIFA World Cup qualification,2
Albania,England,1,3,FIFA World Cup qualification,2
Andorra,Republic of Ireland,0,3,FIFA World Cup qualification,3
Argentina,Venezuela,5,0,FIFA World Cup qualification,5
Georgia,Romania,0,2,FIFA World Cup qualification,2
Greece,Germany,2,4,FIFA World Cup qualification,2
Italy,Lithuania,4,0,FIFA World Cup qualification,4
Liechtenstein,Bosnia and Herzegovina,0,3,FIFA World Cup qualification,3
Martinique,Guadeloupe,4,1,Friendly,3
Moldova,Sweden,0,2,FIFA World Cup qualification,2
Poland,Armenia,4,0,FIFA World Cup qualification,4
Scotland,San Marino,4,0,FIFA World Cup qualification,4
Slovakia,Azerbaijan,3,1,FIFA World Cup qualification,2
Switzerland,Luxembourg,5,0,FIFA World Cup qualification,5
Maldives,Cambodia,6,0,FIFA World Cup qualification,6
Cuba,Dominica,3,1,CFU Caribbean Cup qualification,2
Guyana,Saint Martin,2,0,CFU Caribbean Cup qualification,2
Suriname,Aruba,5,0,CFU Caribbean Cup qualification,5
Grenada,Aruba,4,2,CFU Caribbean Cup qualification,2
Guyana,Dominica,2,0,CFU Caribbean Cup qualification,2
Martinique,British Virgin Islands,6,0,CFU Caribbean Cup qualification,6
Brunei,Yemen,0,5,FIFA World Cup qualification,5
Fiji,American Samoa,13,0,FIFA World Cup qualification,13
Barbados,Aruba,5,2,CFU Caribbean Cup qualification,3
Guyana,Cuba,0,3,CFU Caribbean Cup qualification,3
Indonesia,Maldives,5,0,FIFA World Cup qualification,5
Mali,Liberia,3,0,Friendly,3
Suriname,Grenada,3,1,CFU Caribbean Cup qualification,2
American Samoa,Samoa,0,8,FIFA World Cup qualification,8
Australia,Tonga,22,0,FIFA World Cup qualification,22
Haiti,United States Virgin Islands,12,1,CFU Caribbean Cup qualification,11
Australia,American Samoa,31,0,FIFA World Cup qualification,31
Samoa,Fiji,1,6,FIFA World Cup qualification,5
Guadeloupe,United States Virgin Islands,11,0,CFU Caribbean Cup qualification,11
Iraq,Macau,8,0,FIFA World Cup qualification,8
Nepal,Kazakhstan,0,6,FIFA World Cup qualification,6
American Samoa,Tonga,0,5,FIFA World Cup qualification,5
Australia,Fiji,2,0,FIFA World Cup qualification,2
Brunei,United Arab Emirates,0,12,FIFA World Cup qualification,12
Haiti,Guadeloupe,2,0,CFU Caribbean Cup qualification,2
Iraq,Nepal,9,1,FIFA World Cup qualification,8
Kazakhstan,Macau,3,0,FIFA World Cup qualification,3
Saint Lucia,United States Virgin Islands,14,1,CFU Caribbean Cup qualification,13
Australia,Samoa,11,0,FIFA World Cup qualification,11
Nepal,Macau,4,1,FIFA World Cup qualification,3
Tonga,Fiji,1,8,FIFA World Cup qualification,7
Burkina Faso,Malawi,4,2,FIFA World Cup qualification,2
Kazakhstan,Nepal,4,0,FIFA World Cup qualification,4
Macau,Iraq,0,5,FIFA World Cup qualification,5
Morocco,Namibia,3,0,FIFA World Cup qualification,3
Senegal,Algeria,3,0,FIFA World Cup qualification,3
China PR,Maldives,10,1,FIFA World Cup qualification,9
Indonesia,Cambodia,6,0,FIFA World Cup qualification,6
Ivory Coast,Congo,2,0,FIFA World Cup qualification,2
Liberia,Sudan,2,0,FIFA World Cup qualification,2
Iraq,Nepal,4,2,FIFA World Cup qualification,2
Kazakhstan,Macau,5,0,FIFA World Cup qualification,5
Turkmenistan,Jordan,2,0,FIFA World Cup qualification,2
Uzbekistan,Taiwan,7,0,FIFA World Cup qualification,7
Belize,Nicaragua,2,0,Friendly,2
Egypt,Canada,3,0,Friendly,3
Panama,Haiti,2,0,Friendly,2
Austria,Liechtenstein,2,0,FIFA World Cup qualification,2
Denmark,Slovenia,3,0,Friendly,3
France,Portugal,4,0,Friendly,4
Republic of Ireland,Andorra,3,1,FIFA World Cup qualification,2
Lebanon,Philippines,3,0,Friendly,3
Macau,Nepal,1,6,FIFA World Cup qualification,5
Malta,Iceland,1,4,FIFA World Cup qualification,3
Netherlands,Cyprus,4,0,FIFA World Cup qualification,4
Switzerland,Sweden,0,2,Friendly,2
Turkey,Albania,0,2,Friendly,2
Taiwan,Jordan,0,2,FIFA World Cup qualification,2
Taiwan,Turkmenistan,0,5,FIFA World Cup qualification,5
Bangladesh,Bhutan,3,1,Friendly,2
Congo,Madagascar,2,0,FIFA World Cup qualification,2
Cambodia,Indonesia,0,2,FIFA World Cup qualification,2
Mozambique,South Africa,0,3,COSAFA Cup,3
Oman,Laos,12,0,FIFA World Cup qualification,12
Syria,Philippines,12,0,FIFA World Cup qualification,12
Jordan,Taiwan,6,0,FIFA World Cup qualification,6
Turkmenistan,Uzbekistan,2,5,FIFA World Cup qualification,3
Oman,Laos,7,0,FIFA World Cup qualification,7
Syria,Philippines,5,1,FIFA World Cup qualification,4
United Arab Emirates,Brunei,4,0,FIFA World Cup qualification,4
Madagascar,Tunisia,0,2,FIFA World Cup qualification,2
Nigeria,Liberia,2,0,FIFA World Cup qualification,2
Saint Kitts and Nevis,Puerto Rico,2,0,Friendly,2
Taiwan,Uzbekistan,0,4,FIFA World Cup qualification,4
Angola,Cameroon,2,0,FIFA World Cup qualification,2
Cambodia,China PR,0,4,FIFA World Cup qualification,4
Maldives,Indonesia,0,2,FIFA World Cup qualification,2
Guernsey,Jersey,4,1,Friendly,3
Oman,Philippines,7,0,FIFA World Cup qualification,7
Syria,Laos,11,0,FIFA World Cup qualification,11
Trinidad and Tobago,Grenada,5,3,Friendly,2
Oman,Philippines,2,0,FIFA World Cup qualification,2
Syria,Laos,9,0,FIFA World Cup qualification,9
China PR,Indonesia,5,1,FIFA World Cup qualification,4
Lebanon,Pakistan,6,0,FIFA World Cup qualification,6
Thailand,Sri Lanka,4,2,FIFA World Cup qualification,2
Lebanon,Sri Lanka,4,0,FIFA World Cup qualification,4
Thailand,Pakistan,3,0,FIFA World Cup qualification,3
Trinidad and Tobago,Barbados,5,0,CFU Caribbean Cup,5
Haiti,Saint Kitts and Nevis,7,2,CFU Caribbean Cup,5
Martinique,Barbados,3,1,CFU Caribbean Cup,2
Andalusia,Iraq,3,1,Friendly,2
Laos,Philippines,2,0,FIFA World Cup qualification,2
China PR,Cambodia,3,1,FIFA World Cup qualification,2
India,Brunei,5,0,FIFA World Cup qualification,5
Suriname,Saint Kitts and Nevis,0,4,CFU Caribbean Cup,4
Haiti,Martinique,5,0,CFU Caribbean Cup,5
Singapore,New Zealand,3,0,Friendly,3
Trinidad and Tobago,Cuba,2,0,CFU Caribbean Cup,2
Costa Rica,Belize,4,0,UNCAF Cup,4
El Salvador,Nicaragua,3,0,UNCAF Cup,3
England,Mexico,4,0,Friendly,4
Honduras,Nicaragua,10,2,UNCAF Cup,8
Oman,Syria,2,0,FIFA World Cup qualification,2
Trinidad and Tobago,Haiti,3,0,CFU Caribbean Cup,3
Pakistan,Lebanon,1,8,FIFA World Cup qualification,7
Thailand,Sri Lanka,3,0,FIFA World Cup qualification,3
Indonesia,China PR,0,2,FIFA World Cup qualification,2
Panama,Nicaragua,6,0,UNCAF Cup,6
Sri Lanka,Lebanon,0,5,FIFA World Cup qualification,5
Thailand,Pakistan,6,0,FIFA World Cup qualification,6
Germany,Slovakia,2,0,Friendly,2
South Korea,France,0,5,Confederations Cup,5
Mexico,Australia,0,2,Confederations Cup,2
Sri Lanka,Pakistan,3,1,FIFA World Cup qualification,2
Brazil,Cameroon,2,0,Confederations Cup,2
Japan,Canada,3,0,Confederations Cup,3
Guatemala,Costa Rica,2,0,UNCAF Cup,2
Belgium,Latvia,3,1,FIFA World Cup qualification,2
Croatia,San Marino,4,0,FIFA World Cup qualification,4
Estonia,Netherlands,2,4,FIFA World Cup qualification,2
Iceland,Malta,3,0,FIFA World Cup qualification,3
Japan,Cameroon,2,0,Confederations Cup,2
Liechtenstein,Israel,0,3,FIFA World Cup qualification,3
Romania,Hungary,2,0,FIFA World Cup qualification,2
Slovenia,Luxembourg,2,0,FIFA World Cup qualification,2
Spain,Bosnia and Herzegovina,4,1,FIFA World Cup qualification,3
Sweden,Slovakia,2,0,FIFA World Cup qualification,2
Turkey,Azerbaijan,3,0,FIFA World Cup qualification,3
Uganda,Togo,0,3,African Cup of Nations qualification,3
Argentina,Colombia,3,0,FIFA World Cup qualification,3
Bolivia,Venezuela,5,0,FIFA World Cup qualification,5
France,Mexico,4,0,Confederations Cup,4
Guatemala,Panama,3,1,UNCAF Cup,2
Libya,Ivory Coast,0,3,African Cup of Nations qualification,3
Cameroon,Canada,2,0,Confederations Cup,2
Solomon Islands,Cook Islands,9,1,FIFA World Cup qualification,8
Vanuatu,Tahiti,1,6,FIFA World Cup qualification,5
Albania,Germany,0,2,FIFA World Cup qualification,2
Azerbaijan,Slovakia,2,0,FIFA World Cup qualification,2
Cook Islands,Vanuatu,1,8,FIFA World Cup qualification,7
Czech Republic,Northern Ireland,3,1,FIFA World Cup qualification,2
Estonia,Republic of Ireland,0,2,FIFA World Cup qualification,2
Faroe Islands,Serbia,0,6,FIFA World Cup qualification,6
Greece,England,0,2,FIFA World Cup qualification,2
Hungary,Georgia,4,1,FIFA World Cup qualification,3
New Zealand,Tahiti,5,0,FIFA World Cup qualification,5
Portugal,Cyprus,6,0,FIFA World Cup qualification,6
San Marino,Belgium,1,4,FIFA World Cup qualification,3
Sweden,Moldova,6,0,FIFA World Cup qualification,6
New Zealand,Cook Islands,2,0,FIFA World Cup qualification,2
Vanuatu,Solomon Islands,2,7,FIFA World Cup qualification,5
Jamaica,Cuba,4,1,Friendly,3
Cook Islands,Tahiti,0,6,FIFA World Cup qualification,6
New Zealand,Solomon Islands,5,1,FIFA World Cup qualification,4
New Zealand,Vanuatu,7,0,FIFA World Cup qualification,7
Tahiti,Solomon Islands,2,0,FIFA World Cup qualification,2
Namibia,Nigeria,0,2,African Cup of Nations qualification,2
Trinidad and Tobago,Honduras,2,4,FIFA World Cup qualification,2
Honduras,Mexico,3,1,FIFA World Cup qualification,2
New Zealand,Australia,0,2,FIFA World Cup qualification,2
United States,Trinidad and Tobago,2,0,FIFA World Cup qualification,2
Malaysia,Bahrain,2,4,Merdeka Tournament,2
Malaysia,Slovakia,0,2,Merdeka Tournament,2
Bermuda,Trinidad and Tobago,0,5,Friendly,5
Australia,New Zealand,4,1,FIFA World Cup qualification,3
Bahrain,Slovakia,2,0,Merdeka Tournament,2
Bahrain,Uzbekistan,0,2,Merdeka Tournament,2
Paraguay,Serbia,2,0,Kirin Cup,2
Greenland,Tibet,4,1,Friendly,3
Namibia,Algeria,0,4,FIFA World Cup qualification,4
Cameroon,Togo,2,0,FIFA World Cup qualification,2
Ivory Coast,Madagascar,6,0,FIFA World Cup qualification,6
Japan,Paraguay,2,0,Kirin Cup,2
Sudan,Nigeria,0,4,FIFA World Cup qualification,4
Tunisia,Congo,6,0,FIFA World Cup qualification,6
Latvia,Estonia,3,1,Baltic Cup,2
Estonia,Lithuania,2,5,Baltic Cup,3
Latvia,Lithuania,4,1,Baltic Cup,3
Ynys Môn,Saare County,4,1,Island Games,3
Jersey,Orkney,12,0,Island Games,12
Isle of Man,Falkland Islands,9,0,Island Games,9
Orkney,Gibraltar,0,2,Island Games,2
Greenland,Rhodes,0,2,Island Games,2
Guernsey,Falkland Islands,3,0,Island Games,3
Singapore,Saudi Arabia,0,3,Friendly,3
Rhodes,Isle of Wight,1,4,Island Games,3
Colombia,Venezuela,2,0,Copa América,2
Ecuador,Chile,1,4,Copa América,3
Greenland,Falkland Islands,4,0,Island Games,4
Isle of Man,Rhodes,1,3,Island Games,2
Gibraltar,Shetland,2,0,Island Games,2
Egypt,Namibia,8,2,FIFA World Cup qualification,6
Orkney,Falkland Islands,1,4,Island Games,3
Greenland,Saare County,2,0,Island Games,2
Gibraltar,Rhodes,2,0,Island Games,2
Isle of Wight,Jersey,0,2,Island Games,2
South Africa,Malawi,2,0,FIFA World Cup qualification,2
Brazil,Peru,2,0,Copa América,2
DR Congo,Tunisia,0,3,FIFA World Cup qualification,3
Togo,Libya,2,0,FIFA World Cup qualification,2
Honduras,Bolivia,2,0,Copa América,2
Colombia,Chile,2,0,Copa América,2
Ecuador,Venezuela,4,0,Copa América,4
Brazil,Paraguay,3,1,Copa América,2
Bolivia,Costa Rica,0,4,Copa América,4
Malaysia,Saudi Arabia,0,4,Friendly,4
Namibia,Senegal,0,5,FIFA World Cup qualification,5
Chile,Mexico,0,2,Copa América,2
Brazil,Honduras,0,2,Copa América,2
Colombia,Peru,3,0,Copa América,3
Colombia,Honduras,2,0,Copa América,2
Libya,Zambia,2,4,FIFA World Cup qualification,2
Saint Kitts and Nevis,Martinique,4,2,SKN Football Festival,2
Nigeria,Ghana,3,0,FIFA World Cup qualification,3
Sudan,Sierra Leone,3,0,FIFA World Cup qualification,3
Grenada,Jamaica,2,0,Friendly,2
China PR,Trinidad and Tobago,3,0,Friendly,3
Iran,Oman,5,2,Friendly,3
Brazil,Panama,5,0,Friendly,5
Iran,Bosnia and Herzegovina,4,0,Friendly,4
Singapore,Thailand,0,5,Friendly,5
Venezuela,Uruguay,2,0,FIFA World Cup qualification,2
Bosnia and Herzegovina,Malta,2,0,Friendly,2
Brazil,Paraguay,2,0,FIFA World Cup qualification,2
Czech Republic,South Korea,5,0,Friendly,5
Ecuador,Argentina,0,2,FIFA World Cup qualification,2
England,Netherlands,0,2,Friendly,2
Finland,Belgium,4,1,Friendly,3
Hungary,Germany,2,5,Friendly,3
Japan,Australia,3,0,Friendly,3
Luxembourg,Georgia,0,3,Friendly,3
Portugal,Moldova,3,0,Friendly,3
Serbia,Faroe Islands,2,0,FIFA World Cup qualification,2
Sweden,South Africa,3,0,Friendly,3
